flipper_scaled,bill_scaled
1.001641453012545,0.5271592718868058
0.9305263654206226,-0.5535092019658865
1.0727565406044677,0.9301203977301832
0.9305263654206226,0.28904587934299264
0.8594112778287001,0.8202219088638074
0.6460660150529326,0.3439951237761799
1.14387162819639,0.9850696421633703
0.6460660150529326,-0.35202863904419784
1.4283319785640802,0.9667532273523088
0.5749509274610101,0.4172607830204313
1.4994470661560027,0.8751711532969959
1.2149867157883125,1.1499173754629346
1.001641453012545,0.21578022009874256
0.8594112778287001,0.4722100274536185
1.001641453012545,0.43557719783149285
1.001641453012545,-0.18718090574463483
1.001641453012545,0.3989443682093684
1.0727565406044677,0.1058817312323668
1.001641453012545,0.7103234199974316
0.6460660150529326,0.783589079241683
1.3572168909721576,1.113284545840809
1.4994470661560027,0.6187413459421187
0.5749509274610101,-0.20549732055569767
0.43272075227716505,0.21578022009874256
2.0683677668913827,2.8716603677028174
1.3572168909721576,0.948436812541246
1.3572168909721576,0.8202219088638074
0.8594112778287001,-0.24213015017782205
1.2861018033802352,0.08756531642130395
0.5038358398690875,0.014299657177053874
0.5038358398690875,0.8751711532969959
0.5038358398690875,-0.22381373536675922
1.7127923289317701,1.040018886596559
0.6460660150529326,0.252413049720867
1.0727565406044677,1.040018886596559
1.4994470661560027,1.204866619896122
1.14387162819639,-0.05896600206719621
0.6460660150529326,0.28904587934299264
1.7127923289317701,1.204866619896122
0.8594112778287001,0.17914739047661687
1.001641453012545,0.23409663490980542
0.6460660150529326,0.49052644226468134
1.3572168909721576,0.8385383236748702
0.6460660150529326,0.21578022009874256
1.7127923289317701,1.1316009606518718
1.14387162819639,0.4722100274536185
1.3572168909721576,0.19746380528767973
0.5038358398690875,-0.022333172445071818
1.3572168909721576,0.28904587934299264
0.5038358398690875,-0.13223166131144629
1.6416772413398477,1.1865502050850592
0.5038358398690875,0.252413049720867
1.4283319785640802,0.4172607830204313
0.9305263654206226,0.32567870896511836
2.139482854483305,1.9008903827164996
1.2861018033802352,0.3439951237761799
2.0683677668913827,1.0766517162186833
0.9305263654206226,0.4172607830204313
1.9972526792994603,1.0217024717854961
1.3572168909721576,-0.07728241687825906
1.570562153747925,1.2414994495182476
1.0727565406044677,0.69200700518637
1.4283319785640802,0.4538936126425557
1.4283319785640802,0.783589079241683
1.14387162819639,0.4722100274536185
1.0727565406044677,0.4538936126425557
2.0683677668913827,0.8568547384859331
0.5749509274610101,0.6553741755642444
1.3572168909721576,1.3147651087624976
1.001641453012545,0.23409663490980542
1.570562153747925,0.23409663490980542
0.7882961902367775,0.948436812541246
1.4283319785640802,1.5711949161173737
0.7882961902367775,0.6370577607531815
1.6416772413398477,1.113284545840809
0.7882961902367775,0.17914739047661687
1.9261375917075376,1.2598158643293091
1.2149867157883125,-0.0955988316893219
1.2149867157883125,1.3513979383846222
0.7882961902367775,0.6553741755642444
2.0683677668913827,1.4979292568731235
1.2149867157883125,0.6553741755642444
1.9261375917075376,1.5162456716841863
0.7882961902367775,0.28904587934299264
1.6416772413398477,1.0217024717854961
0.9305263654206226,0.1058817312323668
1.7839074165236926,1.2598158643293091
1.0727565406044677,1.0033860569744333
1.4994470661560027,0.5454756866978686
0.14826040190947504,0.8202219088638074
1.7127923289317701,1.3147651087624976
1.2861018033802352,0.8385383236748702
1.9261375917075376,2.193953019693501
1.001641453012545,0.6004249311310571
1.9261375917075376,0.948436812541246
1.0727565406044677,0.6187413459421187
1.001641453012545,0.5271592718868058
0.6460660150529326,-0.40697788347738506
1.2861018033802352,1.7360426494169368
0.5038358398690875,-0.11391524650038475
0.5749509274610101,0.7652726644306201
1.0727565406044677,1.204866619896122
1.9972526792994603,1.0766517162186833
0.8594112778287001,-0.07728241687825906
2.0683677668913827,1.3880307680067479
1.14387162819639,0.4172607830204313
2.0683677668913827,2.047421701205001
1.14387162819639,0.1058817312323668
1.4994470661560027,0.8934875681080574
0.9305263654206226,0.6004249311310571
1.001641453012545,0.5271592718868058
1.4994470661560027,1.1865502050850592
0.7882961902367775,0.23409663490980542
0.8594112778287001,1.094968131029746
-0.6340055616016725,0.4722100274536185
-0.3495452112339825,1.113284545840809
-0.56289047400975,1.3513979383846222
-0.9184659119693626,0.2707294645319298
-0.27843012364206,1.6078277457394994
-0.2073150360501375,0.23409663490980542
-1.6296167878885877,0.3989443682093684
-0.27843012364206,1.3513979383846222
-0.420660298825905,0.3806279533983056
-0.2073150360501375,1.3513979383846222
-0.56289047400975,0.49052644226468134
-0.49177538641782753,1.4246635976288735
-1.13181117474513,0.5637921015089314
0.006030226725630017,1.4796128420620607
-0.7762357367855175,0.36231153858724274
0.006030226725630017,1.204866619896122
-0.27843012364206,1.1682337902739963
-1.4162715251128202,2.5785977307258157
-0.7762357367855175,0.4538936126425557
-0.420660298825905,0.9667532273523088
-1.4162715251128202,-0.27876297979994774
-0.7051206491935951,0.8385383236748702
-0.9895809995612851,-0.13223166131144629
-0.56289047400975,1.2231830347071848
-0.420660298825905,0.5088428570757442
-0.27843012364206,1.4796128420620607
-0.06508486086629249,1.204866619896122
-0.06508486086629249,1.0217024717854961
-0.7051206491935951,0.4538936126425557
0.29049057709332005,1.6261441605505609
-0.9895809995612851,-0.5535092019658865
0.006030226725630017,1.882573967905438
-0.9895809995612851,-0.2604465649888849
0.14826040190947504,1.2964486939514348
-0.420660298825905,1.0583353014076218
-0.13619994845821498,0.6553741755642444
-0.420660298825905,0.6736905903753072
0.6460660150529326,1.4796128420620607
-0.6340055616016725,0.5454756866978686
0.29049057709332005,1.7543590642279996
0.6460660150529326,0.9301203977301832
-0.9895809995612851,0.4172607830204313
-0.3495452112339825,1.278132279140372
-0.3495452112339825,0.28904587934299264
-0.3495452112339825,1.278132279140372
0.006030226725630017,1.2598158643293091
-0.7762357367855175,1.1316009606518718
0.7882961902367775,0.9301203977301832
-0.9895809995612851,1.3880307680067479
-0.2073150360501375,1.0766517162186833
-0.13619994845821498,0.7652726644306201
0.006030226725630017,1.369714353195685
-0.56289047400975,0.32567870896511836
0.14826040190947504,1.2414994495182476
-0.9895809995612851,-0.2604465649888849
-0.27843012364206,1.5162456716841863
-0.7051206491935951,0.23409663490980542
0.14826040190947504,0.9850696421633703
0.07714531431755252,1.1499173754629346
-0.49177538641782753,0.3073622941540555
0.3616056646852425,1.4612964272509978
-0.84735082437744,0.5271592718868058
-0.420660298825905,0.32567870896511836
0.43272075227716505,2.1756366048824383
0.07714531431755252,-0.07728241687825906
-0.56289047400975,1.040018886596559
0.6460660150529326,1.2598158643293091
-0.2073150360501375,1.1499173754629346
